case_id,alert_type,failed_login_count,successful_login,new_ip,location_change,login_location,endpoint_anomaly,email_anomaly,cloud_anomaly,previous_incident,evidence_missing,evidence_conflict,risk_score,risk_level,investigation_steps,containment_decision,investigation_status,case_outcome
CASE-1422,Suspicious Login,2,1,1,1,Mumbai,1,1,1,1,0,0,80,HIGH,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Disable Account,Normal Investigation,Escalated Incident
CASE-1423,Phishing Email,3,1,0,0,Chennai,1,1,0,0,0,0,35,MEDIUM,Validate Alert → Check Authentication History → Review Endpoint Activity → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Benign Activity
CASE-1424,Suspicious Login,1,0,0,0,Bangalore,0,0,0,0,1,1,0,LOW,Validate Alert → Check Authentication History → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,BLOCKED - Missing Evidence,Benign Activity
CASE-1425,Suspicious Login,3,1,1,1,Hyderabad,0,1,0,1,0,1,55,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,MANUAL REVIEW - Conflicting Evidence,Needs Further Investigation
CASE-1426,Suspicious Login,2,1,1,0,Bangalore,0,0,0,1,0,0,30,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Needs Further Investigation
CASE-1427,Suspicious Login,4,1,1,0,Mumbai,0,0,1,0,0,0,35,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Needs Further Investigation
CASE-1428,Phishing Email,3,1,1,1,Hyderabad,0,1,0,0,0,0,50,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Needs Further Investigation
CASE-1429,Cloud Account Anomaly,1,0,1,1,Hyderabad,1,1,1,1,1,0,65,HIGH,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Isolate Endpoint,BLOCKED - Missing Evidence,Confirmed Incident
CASE-1430,Suspicious Login,1,1,0,0,Bangalore,1,0,1,1,1,0,35,MEDIUM,Validate Alert → Check Authentication History → Review Endpoint Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,BLOCKED - Missing Evidence,Benign Activity
CASE-1431,Suspicious Login,2,1,0,0,Delhi,0,1,0,0,0,0,20,LOW,Validate Alert → Check Authentication History → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,Normal Investigation,Benign Activity
CASE-1432,Cloud Account Anomaly,4,1,0,1,Unknown,1,0,0,0,0,0,40,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Benign Activity
CASE-1433,Cloud Account Anomaly,2,0,1,0,Chennai,0,1,0,0,0,1,25,LOW,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,MANUAL REVIEW - Conflicting Evidence,Benign Activity
CASE-1434,Phishing Email,3,0,0,1,Hyderabad,0,0,1,0,0,1,25,LOW,Validate Alert → Check Authentication History → Investigate IP and Location → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,MANUAL REVIEW - Conflicting Evidence,Benign Activity
CASE-1435,Cloud Account Anomaly,1,1,1,0,Hyderabad,0,0,1,1,0,0,40,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Benign Activity
CASE-1436,Phishing Email,2,0,1,1,Delhi,0,0,0,1,0,0,35,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Benign Activity
CASE-1437,Phishing Email,4,0,0,0,Hyderabad,1,1,0,0,0,1,25,LOW,Validate Alert → Check Authentication History → Review Endpoint Activity → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,MANUAL REVIEW - Conflicting Evidence,Benign Activity
CASE-1438,Suspicious Login,4,1,0,0,Chennai,1,0,1,0,0,0,35,MEDIUM,Validate Alert → Check Authentication History → Review Endpoint Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Benign Activity
CASE-1439,Cloud Account Anomaly,1,0,0,0,Hyderabad,1,0,0,0,0,0,15,LOW,Validate Alert → Check Authentication History → Review Endpoint Activity → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,Normal Investigation,Benign Activity
CASE-1440,Suspicious Login,3,0,1,1,Unknown,0,0,0,1,0,1,35,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,MANUAL REVIEW - Conflicting Evidence,Benign Activity
CASE-1441,Suspicious Login,0,0,1,1,Hyderabad,1,0,0,0,1,0,40,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,BLOCKED - Missing Evidence,Needs Further Investigation
CASE-1442,Cloud Account Anomaly,2,1,1,0,Mumbai,0,0,0,1,0,0,30,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Benign Activity
CASE-1443,Cloud Account Anomaly,5,0,0,0,Bangalore,1,0,1,1,0,1,50,MEDIUM,Validate Alert → Check Authentication History → Review Endpoint Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,MANUAL REVIEW - Conflicting Evidence,Needs Further Investigation
CASE-1444,Cloud Account Anomaly,1,1,0,1,Hyderabad,0,1,1,1,0,0,50,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Needs Further Investigation
CASE-1445,Phishing Email,2,0,0,1,Delhi,0,1,0,1,1,0,25,LOW,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,BLOCKED - Missing Evidence,Benign Activity
CASE-1446,Endpoint Malware,2,0,1,1,Bangalore,0,1,1,1,0,0,55,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Benign Activity
CASE-1447,Phishing Email,0,0,1,1,Delhi,1,1,0,1,1,0,55,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,BLOCKED - Missing Evidence,Benign Activity
CASE-1448,Phishing Email,3,0,0,1,Bangalore,0,0,1,0,1,0,20,LOW,Validate Alert → Check Authentication History → Investigate IP and Location → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,BLOCKED - Missing Evidence,Benign Activity
CASE-1449,Phishing Email,1,0,1,1,Hyderabad,0,0,0,1,1,1,30,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,BLOCKED - Missing Evidence,Needs Further Investigation
CASE-1450,Suspicious Login,4,1,0,1,Hyderabad,1,1,0,1,0,0,55,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Needs Further Investigation
CASE-1451,Suspicious Login,5,0,1,0,Chennai,0,0,0,1,0,0,40,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Benign Activity
CASE-1452,Endpoint Malware,3,0,1,1,Hyderabad,0,1,0,0,0,0,40,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Benign Activity
CASE-1453,Suspicious Login,2,1,1,0,Chennai,0,1,1,1,1,0,45,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,BLOCKED - Missing Evidence,Benign Activity
CASE-1454,Suspicious Login,0,1,1,0,Delhi,0,1,1,0,1,0,40,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,BLOCKED - Missing Evidence,Needs Further Investigation
CASE-1455,Cloud Account Anomaly,3,0,0,1,Chennai,0,0,1,1,0,0,30,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Benign Activity
CASE-1456,Cloud Account Anomaly,1,1,1,0,Hyderabad,0,1,0,1,1,0,35,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,BLOCKED - Missing Evidence,Benign Activity
CASE-1457,Endpoint Malware,1,1,1,1,Unknown,1,1,0,1,0,1,70,HIGH,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Disable Account,MANUAL REVIEW - Conflicting Evidence,Escalated Incident
CASE-1458,Suspicious Login,1,0,0,0,Delhi,0,0,1,1,0,1,15,LOW,Validate Alert → Check Authentication History → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,MANUAL REVIEW - Conflicting Evidence,Benign Activity
CASE-1459,Suspicious Login,1,1,0,0,Bangalore,1,0,1,0,0,1,35,MEDIUM,Validate Alert → Check Authentication History → Review Endpoint Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,MANUAL REVIEW - Conflicting Evidence,Benign Activity
CASE-1460,Cloud Account Anomaly,2,1,0,1,Delhi,0,0,1,1,0,1,40,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,MANUAL REVIEW - Conflicting Evidence,Needs Further Investigation
CASE-1461,Cloud Account Anomaly,2,0,0,0,Delhi,1,0,1,1,0,0,30,MEDIUM,Validate Alert → Check Authentication History → Review Endpoint Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Benign Activity
CASE-1462,Cloud Account Anomaly,1,1,1,1,Mumbai,1,1,0,1,1,0,65,HIGH,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Isolate Endpoint,BLOCKED - Missing Evidence,Confirmed Incident
CASE-1463,Phishing Email,0,1,1,1,Hyderabad,1,1,0,1,0,0,70,HIGH,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Isolate Endpoint,Normal Investigation,Confirmed Incident
CASE-1464,Suspicious Login,5,1,0,0,Mumbai,1,1,1,1,0,1,70,HIGH,Validate Alert → Check Authentication History → Review Endpoint Activity → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Isolate Endpoint,MANUAL REVIEW - Conflicting Evidence,Escalated Incident
CASE-1465,Phishing Email,0,0,0,1,Bangalore,1,1,0,0,0,1,40,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,MANUAL REVIEW - Conflicting Evidence,Benign Activity
CASE-1466,Endpoint Malware,0,0,0,0,Unknown,1,0,1,1,1,1,25,LOW,Validate Alert → Check Authentication History → Review Endpoint Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,BLOCKED - Missing Evidence,Benign Activity
CASE-1467,Cloud Account Anomaly,1,1,1,0,Mumbai,1,0,1,0,0,0,50,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Needs Further Investigation
CASE-1468,Suspicious Login,1,0,1,1,Delhi,1,0,0,0,0,0,45,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Benign Activity
CASE-1469,Cloud Account Anomaly,3,0,0,0,Bangalore,0,1,1,0,0,0,20,LOW,Validate Alert → Check Authentication History → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,Normal Investigation,Benign Activity
CASE-1470,Cloud Account Anomaly,1,1,0,1,Hyderabad,0,0,0,0,0,0,25,LOW,Validate Alert → Check Authentication History → Investigate IP and Location → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,Normal Investigation,Benign Activity
CASE-1471,Phishing Email,0,0,1,1,Unknown,0,1,1,1,0,0,55,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Benign Activity
CASE-1472,Endpoint Malware,1,1,1,0,Mumbai,1,0,0,0,0,0,40,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Benign Activity
CASE-1473,Suspicious Login,4,0,1,1,Chennai,1,1,1,1,0,1,70,HIGH,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Isolate Endpoint,MANUAL REVIEW - Conflicting Evidence,Confirmed Incident
CASE-1474,Suspicious Login,2,0,0,0,Bangalore,1,1,1,0,1,0,30,MEDIUM,Validate Alert → Check Authentication History → Review Endpoint Activity → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,BLOCKED - Missing Evidence,Benign Activity
CASE-1475,Endpoint Malware,0,1,0,1,Mumbai,0,0,0,1,0,0,30,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Benign Activity
CASE-1476,Suspicious Login,3,0,0,1,Hyderabad,0,0,1,1,0,0,30,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Benign Activity
CASE-1477,Endpoint Malware,1,1,0,1,Hyderabad,0,1,0,1,0,0,40,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Needs Further Investigation
CASE-1478,Suspicious Login,1,1,1,1,Unknown,1,0,1,1,0,0,70,HIGH,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Disable Account,Normal Investigation,Escalated Incident
CASE-1479,Phishing Email,0,1,1,1,Delhi,0,0,1,0,1,1,45,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,BLOCKED - Missing Evidence,Needs Further Investigation
CASE-1480,Suspicious Login,3,0,1,0,Hyderabad,0,0,1,1,1,1,25,LOW,Validate Alert → Check Authentication History → Investigate IP and Location → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,BLOCKED - Missing Evidence,Benign Activity
CASE-1481,Cloud Account Anomaly,1,0,0,1,Unknown,1,1,0,1,0,0,45,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Benign Activity
CASE-1482,Endpoint Malware,0,1,1,0,Bangalore,0,0,1,1,0,0,40,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Needs Further Investigation
CASE-1483,Endpoint Malware,2,1,0,0,Delhi,0,0,0,0,1,0,5,LOW,Validate Alert → Check Authentication History → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,BLOCKED - Missing Evidence,Benign Activity
CASE-1484,Endpoint Malware,3,0,0,0,Chennai,0,0,0,0,0,0,0,LOW,Validate Alert → Check Authentication History → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,Normal Investigation,Benign Activity
CASE-1485,Endpoint Malware,1,0,0,0,Chennai,0,0,1,1,1,0,10,LOW,Validate Alert → Check Authentication History → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,BLOCKED - Missing Evidence,Benign Activity
CASE-1486,Suspicious Login,5,0,1,1,Chennai,0,0,0,1,0,0,55,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Benign Activity
CASE-1487,Phishing Email,3,0,0,1,Delhi,1,0,0,0,1,0,25,LOW,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,BLOCKED - Missing Evidence,Benign Activity
CASE-1488,Endpoint Malware,3,0,1,1,Delhi,1,1,0,0,0,0,55,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Needs Further Investigation
CASE-1489,Cloud Account Anomaly,4,0,0,1,Unknown,1,1,1,1,0,0,55,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Needs Further Investigation
CASE-1490,Suspicious Login,1,1,1,1,Mumbai,1,1,0,0,0,1,65,HIGH,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Disable Account,MANUAL REVIEW - Conflicting Evidence,Escalated Incident
CASE-1491,Suspicious Login,2,0,0,1,Hyderabad,0,1,1,0,1,1,30,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,BLOCKED - Missing Evidence,Benign Activity
CASE-1492,Cloud Account Anomaly,2,0,0,1,Delhi,0,1,1,0,0,1,35,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,MANUAL REVIEW - Conflicting Evidence,Needs Further Investigation
CASE-1493,Cloud Account Anomaly,2,0,1,1,Hyderabad,0,0,1,0,1,1,35,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,BLOCKED - Missing Evidence,Benign Activity
CASE-1494,Suspicious Login,2,1,0,1,Delhi,1,0,1,1,0,1,55,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,MANUAL REVIEW - Conflicting Evidence,Benign Activity
CASE-1495,Suspicious Login,3,0,0,0,Hyderabad,0,0,1,1,1,1,10,LOW,Validate Alert → Check Authentication History → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,BLOCKED - Missing Evidence,Benign Activity
CASE-1496,Endpoint Malware,3,1,0,1,Mumbai,0,0,1,0,0,0,35,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Benign Activity
CASE-1497,Phishing Email,2,0,1,1,Hyderabad,1,1,0,0,1,0,50,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,BLOCKED - Missing Evidence,Benign Activity
CASE-1498,Endpoint Malware,3,0,0,0,Bangalore,1,0,1,0,1,0,20,LOW,Validate Alert → Check Authentication History → Review Endpoint Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,BLOCKED - Missing Evidence,Benign Activity
CASE-1499,Endpoint Malware,1,0,1,1,Chennai,0,1,0,1,0,0,45,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Needs Further Investigation
CASE-1500,Phishing Email,3,1,1,1,Mumbai,0,1,1,0,0,1,60,HIGH,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Isolate Endpoint,MANUAL REVIEW - Conflicting Evidence,Confirmed Incident
CASE-1501,Cloud Account Anomaly,5,0,0,0,Delhi,0,1,0,1,1,0,30,MEDIUM,Validate Alert → Check Authentication History → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,BLOCKED - Missing Evidence,Needs Further Investigation
CASE-1502,Endpoint Malware,0,0,0,1,Chennai,1,0,0,1,0,0,35,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Needs Further Investigation
CASE-1503,Cloud Account Anomaly,1,0,0,1,Delhi,1,0,0,0,1,0,25,LOW,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,BLOCKED - Missing Evidence,Benign Activity
CASE-1504,Phishing Email,2,0,1,0,Mumbai,0,1,0,0,0,1,25,LOW,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,MANUAL REVIEW - Conflicting Evidence,Benign Activity
CASE-1505,Suspicious Login,0,0,1,0,Unknown,0,1,0,1,0,1,30,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,MANUAL REVIEW - Conflicting Evidence,Needs Further Investigation
CASE-1506,Phishing Email,2,0,1,0,Delhi,0,0,0,0,1,0,10,LOW,Validate Alert → Check Authentication History → Investigate IP and Location → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,BLOCKED - Missing Evidence,Benign Activity
CASE-1507,Phishing Email,0,0,0,1,Hyderabad,1,0,1,1,0,0,45,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Needs Further Investigation
CASE-1508,Cloud Account Anomaly,2,1,0,1,Unknown,1,0,1,1,1,0,50,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,BLOCKED - Missing Evidence,Benign Activity
CASE-1509,Suspicious Login,1,0,1,0,Chennai,1,0,0,0,0,0,30,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Benign Activity
CASE-1510,Endpoint Malware,3,1,1,0,Delhi,0,0,1,1,0,1,40,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,MANUAL REVIEW - Conflicting Evidence,Benign Activity
CASE-1511,Phishing Email,2,0,1,0,Delhi,1,0,1,1,1,0,40,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,BLOCKED - Missing Evidence,Benign Activity
CASE-1512,Endpoint Malware,5,0,1,1,Delhi,0,1,0,1,0,0,65,HIGH,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate to Senior Analyst,Normal Investigation,Escalated Incident
CASE-1513,Endpoint Malware,3,0,1,1,Delhi,0,1,1,1,0,0,55,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Benign Activity
CASE-1514,Phishing Email,1,1,0,1,Hyderabad,1,0,0,0,0,1,40,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,MANUAL REVIEW - Conflicting Evidence,Needs Further Investigation
CASE-1515,Phishing Email,1,1,0,0,Chennai,1,1,0,0,0,0,35,MEDIUM,Validate Alert → Check Authentication History → Review Endpoint Activity → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Needs Further Investigation
CASE-1516,Cloud Account Anomaly,3,1,0,0,Bangalore,0,1,1,1,1,0,30,MEDIUM,Validate Alert → Check Authentication History → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,BLOCKED - Missing Evidence,Needs Further Investigation
CASE-1517,Suspicious Login,0,1,1,0,Bangalore,1,1,0,0,0,0,50,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Needs Further Investigation
CASE-1518,Cloud Account Anomaly,0,1,1,0,Mumbai,0,0,1,0,0,0,35,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Needs Further Investigation
CASE-1519,Endpoint Malware,1,0,1,1,Delhi,1,1,0,1,0,0,60,HIGH,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Disable Account,Normal Investigation,Confirmed Incident
CASE-1520,Endpoint Malware,1,0,1,0,Delhi,1,1,0,0,0,0,40,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Needs Further Investigation
CASE-1521,Phishing Email,2,0,1,0,Chennai,0,0,0,1,0,0,20,LOW,Validate Alert → Check Authentication History → Investigate IP and Location → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,Normal Investigation,Benign Activity
CASE-1522,Endpoint Malware,4,1,0,1,Hyderabad,0,0,1,0,0,1,35,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,MANUAL REVIEW - Conflicting Evidence,Benign Activity
